lat,lng,price
40.660767136740034,-73.98145844454862,42
40.807680709922494,-73.92935322088272,45
40.68187013685488,-73.91080574490145,100
40.80057142975902,-73.95560255598848,130
40.684185771363765,-73.87133130615875,100
40.68000191347611,-73.95526379891783,30
40.724245662095676,-73.98865621066471,150
40.742302297802624,-73.98246747851468,99
40.73371627254342,-73.99833628121029,175
40.74182074316675,-73.97898443382816,160
40.80642990910452,-73.94147506806215,65
40.723111485990124,-73.98950193777347,129
40.73602320660254,-73.85619408498368,52
40.73128132123664,-73.985964955151,150
40.793011306869985,-73.97544497181414,124
40.71971420146441,-73.98494246271628,95
40.673267436751196,-73.8871969381099,50
40.74091744958588,-73.86543715018796,45
40.62450195373653,-74.0768488704722,50
40.72643507593507,-73.97866086274179,105
40.686727156313,-73.957902945127,160
40.70812100964134,-74.00979633103695,100
40.69385414146057,-73.94413475344281,50
40.689405162480035,-73.99535263628438,115
40.801019631226524,-73.9540065721679,70
40.75389295418174,-73.968526618862,350
40.711214635881504,-73.95759296635677,160
40.70299369924093,-73.98623549797365,150
40.7296144109649,-73.98142198569464,85
40.82292303666918,-73.93983351510313,57
40.715619580440745,-73.94962339400257,180
40.80091179994301,-73.91449059495062,71
40.69087439588249,-73.92951949229281,108
40.72608778149191,-74.00304954691973,105
40.691288080095745,-73.96189774480428,85
40.669439981941416,-73.98991385828542,150
40.69626215628621,-73.9727598102356,90
40.888713658719,-73.86175418483735,40
40.58295473509511,-73.9568949992971,65
40.71204413320614,-73.94293616362029,95
40.682502995983356,-73.87164587163765,25
40.72616415365162,-73.98314015759362,100
40.72863857821416,-73.9821577623996,96
40.821635096789535,-73.95373069526518,53
40.61565612547937,-74.07873163101446,50
40.685195592333876,-73.95635711997605,100
40.68608241865145,-73.92987451711461,65
40.71462294358808,-74.00873364188625,120
40.719086032189004,-73.99214814908933,85
40.844322010127975,-73.87975445154176,32
40.72374392250861,-73.99468908766184,62
40.70576489769266,-74.00762383496061,120
40.648448138576754,-73.97301654002335,100
40.765495361305916,-73.99400104960631,100
40.85098361738739,-73.93607367671096,65
40.65612392562,-73.95998027777922,99
40.852644050715675,-73.92975647658878,70
40.68955263398086,-73.95116830069581,50
40.69277958013231,-73.96500384674938,67
40.69681959908356,-73.98370474380636,125
40.68196667062612,-73.99456010915138,73
40.71923734406706,-73.98830922507344,60
40.692491838624655,-73.94297678341411,50
40.70617605092536,-74.0081194092948,140
40.71693064688453,-73.9980393600936,103
40.8621460542011,-73.93152494714852,85
40.8200565351499,-73.90332167417544,80
40.670862126844014,-73.9840322110146,75
40.7569229149584,-73.92930397041168,61
40.8100392972342,-73.95855366436872,54
40.73087058439095,-73.98402756760743,85
40.73016035627933,-73.9817099418242,165
40.686387669046134,-73.95548072310626,25
40.77655747190216,-73.95772737584068,149
40.6939754068381,-73.93379899884104,72
40.89470316101107,-73.85600505334467,52
40.67574105012722,-73.9777346166201,125
40.68071448729636,-73.99921111714173,83
40.84202672496357,-73.9136557602348,50
40.68425408124661,-73.9439772695068,40
40.71958805871432,-73.99190373670231,119
40.76035325859306,-73.9818917258737,160
40.72024430095846,-73.98239140691982,90
40.663826309953386,-73.76399960226308,48
40.8128500932019,-73.95439193705296,75
40.726685751403465,-73.98418830080544,124
40.70572057800689,-74.00829893440297,140
40.71236609807898,-73.99687348295389,65
40.73436531421985,-73.98583893882885,50
40.662747244774565,-73.96122046180695,65
40.66295117702714,-73.9241447425153,55
40.71347190229227,-73.99055357877907,71
40.796520525521814,-73.94913390641375,39
40.686851997792,-73.95232085331259,18
40.72101667388409,-73.9889066207553,80
40.75367567271108,-73.97357758811704,215
40.73429496602455,-73.98467899677188,50
40.73420162716338,-73.98443647305733,80
40.878218257062585,-73.8380172913138,68
40.67511534678995,-73.95907835918875,75
40.72870291913992,-73.97862636802557,190
40.745028340242435,-73.8767057995317,43
40.7461502470322,-73.99132051901205,119
40.8058268322323,-73.95711547774356,99
40.74693459853106,-73.90130259210808,32
40.732588957433826,-73.985945676964,120
40.7390777521011,-74.00186221800631,150
40.69615522829147,-73.92870962642603,55
40.72566011846752,-73.9869827828018,180
40.70708568492767,-73.94877546522652,31
40.670016806946045,-73.92812412078744,35
40.85448829001429,-73.93390725330205,55
40.72741757862158,-73.98064097281642,119
40.59776605457977,-73.9504231524356,55
40.712935456984745,-73.96223810005284,126
40.692727308279835,-73.94573423470577,65
40.685068167309545,-73.99039140086049,120
40.70725434085232,-73.94413978854266,75
40.79504630089581,-73.93925446793241,175
40.70218736087183,-73.92269829317583,45
40.76394575348099,-73.99197477582769,85
40.75525136914673,-73.9345824432429,45
40.68856650000127,-73.87205970061645,20
40.66049642744987,-73.9169382673573,55
40.84639657350248,-73.94046386890132,40
40.680783504230824,-73.96815846973762,125
40.82514052071615,-73.95488813905594,60
40.688401154860976,-73.95821643862793,52
40.68086207011791,-73.95035795157472,40
40.708543627019964,-73.96242437663281,85
40.710886329836846,-73.96627017622916,90
40.67384842810289,-73.93392438655508,70
40.724338565738634,-73.98903890900111,140
40.79572977148549,-73.94700366106999,35
40.726302536471195,-74.00343767178451,199
40.707096726464755,-73.95118572475697,60
40.73089084974813,-73.98582150497903,100
40.79140045369494,-73.9491446606831,50
40.76511108931958,-73.81983519206176,53
40.69892410719836,-73.9464514920131,75
40.671542154979825,-73.96221213006761,95
40.68584114942942,-73.95575814377439,150
40.74377492503768,-74.0022869276487,125
40.692826538347504,-73.9096103296283,41
40.87153447849443,-73.93452239186001,36
40.73585719331631,-73.98028378037009,100
40.70565127506735,-73.9210765539484,51
40.69648586203857,-73.98254912699868,99
40.878218257062585,-73.8380172913138,68
40.67511534678995,-73.95907835918875,75
40.72870291913992,-73.97862636802557,190
40.745028340242435,-73.8767057995317,43
40.7461502470322,-73.99132051901205,119
40.8058268322323,-73.95711547774356,99
40.74693459853106,-73.90130259210808,32
40.732588957433826,-73.985945676964,120
40.7390777521011,-74.00186221800631,150
40.69615522829147,-73.92870962642603,55
40.72566011846752,-73.9869827828018,180
40.70708568492767,-73.94877546522652,31
40.670016806946045,-73.92812412078744,35
40.85448829001429,-73.93390725330205,55
40.72741757862158,-73.98064097281642,119
40.59776605457977,-73.9504231524356,55
40.712935456984745,-73.96223810005284,126
40.692727308279835,-73.94573423470577,65
40.685068167309545,-73.99039140086049,120
40.70725434085232,-73.94413978854266,75
40.79504630089581,-73.93925446793241,175
40.70218736087183,-73.92269829317583,45
40.76394575348099,-73.99197477582769,85
40.75525136914673,-73.9345824432429,45
40.68856650000127,-73.87205970061645,20
40.66049642744987,-73.9169382673573,55
40.84639657350248,-73.94046386890132,40
40.680783504230824,-73.96815846973762,125
40.82514052071615,-73.95488813905594,60
40.688401154860976,-73.95821643862793,52
40.68086207011791,-73.95035795157472,40
40.708543627019964,-73.96242437663281,85
40.710886329836846,-73.96627017622916,90
40.67384842810289,-73.93392438655508,70
40.724338565738634,-73.98903890900111,140
40.79572977148549,-73.94700366106999,35
40.726302536471195,-74.00343767178451,199
40.707096726464755,-73.95118572475697,60
40.73089084974813,-73.98582150497903,100
40.79140045369494,-73.9491446606831,50
40.76511108931958,-73.81983519206176,53
40.69892410719836,-73.9464514920131,75
40.671542154979825,-73.96221213006761,95
40.68584114942942,-73.95575814377439,150
40.74377492503768,-74.0022869276487,125
40.692826538347504,-73.9096103296283,41
40.87153447849443,-73.93452239186001,36
40.73585719331631,-73.98028378037009,100
40.70565127506735,-73.9210765539484,51
40.69648586203857,-73.98254912699868,99
40.878218257062585,-73.8380172913138,68
40.67511534678995,-73.95907835918875,75
40.72870291913992,-73.97862636802557,190
40.745028340242435,-73.8767057995317,43
40.7461502470322,-73.99132051901205,119
40.8058268322323,-73.95711547774356,99
40.74693459853106,-73.90130259210808,32
40.732588957433826,-73.985945676964,120
40.7390777521011,-74.00186221800631,150
40.69615522829147,-73.92870962642603,55
40.72566011846752,-73.9869827828018,180
40.70708568492767,-73.94877546522652,31
40.670016806946045,-73.92812412078744,35
40.85448829001429,-73.93390725330205,55
40.72741757862158,-73.98064097281642,119
40.59776605457977,-73.9504231524356,55
40.712935456984745,-73.96223810005284,126
40.692727308279835,-73.94573423470577,65
40.685068167309545,-73.99039140086049,120
40.70725434085232,-73.94413978854266,75
40.79504630089581,-73.93925446793241,175
40.70218736087183,-73.92269829317583,45
40.76394575348099,-73.99197477582769,85
40.75525136914673,-73.9345824432429,45
40.68856650000127,-73.87205970061645,20
40.66049642744987,-73.9169382673573,55
40.84639657350248,-73.94046386890132,40
40.680783504230824,-73.96815846973762,125
40.82514052071615,-73.95488813905594,60
40.688401154860976,-73.95821643862793,52
40.68086207011791,-73.95035795157472,40
40.708543627019964,-73.96242437663281,85
40.710886329836846,-73.96627017622916,90
40.67384842810289,-73.93392438655508,70
40.724338565738634,-73.98903890900111,140
40.79572977148549,-73.94700366106999,35
40.726302536471195,-74.00343767178451,199
40.707096726464755,-73.95118572475697,60
40.73089084974813,-73.98582150497903,100
40.79140045369494,-73.9491446606831,50
40.76511108931958,-73.81983519206176,53
40.69892410719836,-73.9464514920131,75
40.671542154979825,-73.96221213006761,95
40.68584114942942,-73.95575814377439,150
40.74377492503768,-74.0022869276487,125
40.692826538347504,-73.9096103296283,41
40.87153447849443,-73.93452239186001,36
40.73585719331631,-73.98028378037009,100
40.70565127506735,-73.9210765539484,51
40.69648586203857,-73.98254912699868,99
40.878218257062585,-73.8380172913138,68
40.67511534678995,-73.95907835918875,75
40.72870291913992,-73.97862636802557,190
40.745028340242435,-73.8767057995317,43
40.7461502470322,-73.99132051901205,119
40.8058268322323,-73.95711547774356,99
40.74693459853106,-73.90130259210808,32
40.732588957433826,-73.985945676964,120
40.7390777521011,-74.00186221800631,150
40.69615522829147,-73.92870962642603,55
40.72566011846752,-73.9869827828018,180
40.70708568492767,-73.94877546522652,31
40.670016806946045,-73.92812412078744,35
40.85448829001429,-73.93390725330205,55
40.72741757862158,-73.98064097281642,119
40.59776605457977,-73.9504231524356,55
40.712935456984745,-73.96223810005284,126
40.692727308279835,-73.94573423470577,65
40.685068167309545,-73.99039140086049,120
40.70725434085232,-73.94413978854266,75
40.79504630089581,-73.93925446793241,175
40.70218736087183,-73.92269829317583,45
40.76394575348099,-73.99197477582769,85
40.75525136914673,-73.9345824432429,45
40.68856650000127,-73.87205970061645,20
40.66049642744987,-73.9169382673573,55
40.84639657350248,-73.94046386890132,40
40.680783504230824,-73.96815846973762,125
40.82514052071615,-73.95488813905594,60
40.688401154860976,-73.95821643862793,52
40.68086207011791,-73.95035795157472,40
40.708543627019964,-73.96242437663281,85
40.710886329836846,-73.96627017622916,90
40.67384842810289,-73.93392438655508,70
40.724338565738634,-73.98903890900111,140
40.79572977148549,-73.94700366106999,35
40.726302536471195,-74.00343767178451,199
40.707096726464755,-73.95118572475697,60
40.73089084974813,-73.98582150497903,100
40.79140045369494,-73.9491446606831,50
40.76511108931958,-73.81983519206176,53
40.69892410719836,-73.9464514920131,75
40.671542154979825,-73.96221213006761,95
40.68584114942942,-73.95575814377439,150
40.74377492503768,-74.0022869276487,125
40.692826538347504,-73.9096103296283,41
40.87153447849443,-73.93452239186001,36
40.73585719331631,-73.98028378037009,100
40.70565127506735,-73.9210765539484,51
40.69648586203857,-73.98254912699868,99
40.878218257062585,-73.8380172913138,68
40.67511534678995,-73.95907835918875,75
40.72870291913992,-73.97862636802557,190
40.745028340242435,-73.8767057995317,43
40.7461502470322,-73.99132051901205,119
40.8058268322323,-73.95711547774356,99
40.74693459853106,-73.90130259210808,32
40.732588957433826,-73.985945676964,120
40.7390777521011,-74.00186221800631,150
40.69615522829147,-73.92870962642603,55
40.72566011846752,-73.9869827828018,180
40.70708568492767,-73.94877546522652,31
40.670016806946045,-73.92812412078744,35
40.85448829001429,-73.93390725330205,55
40.72741757862158,-73.98064097281642,119
40.59776605457977,-73.9504231524356,55
40.712935456984745,-73.96223810005284,126
40.692727308279835,-73.94573423470577,65
40.685068167309545,-73.99039140086049,120
40.70725434085232,-73.94413978854266,75
40.79504630089581,-73.93925446793241,175
40.70218736087183,-73.92269829317583,45
40.76394575348099,-73.99197477582769,85
40.75525136914673,-73.9345824432429,45
40.68856650000127,-73.87205970061645,20
40.66049642744987,-73.9169382673573,55
40.84639657350248,-73.94046386890132,40
40.680783504230824,-73.96815846973762,125
40.82514052071615,-73.95488813905594,60
40.688401154860976,-73.95821643862793,52
40.68086207011791,-73.95035795157472,40
40.708543627019964,-73.96242437663281,85
40.710886329836846,-73.96627017622916,90
40.67384842810289,-73.93392438655508,70
40.724338565738634,-73.98903890900111,140
40.79572977148549,-73.94700366106999,35
40.726302536471195,-74.00343767178451,199
40.707096726464755,-73.95118572475697,60
40.73089084974813,-73.98582150497903,100
40.79140045369494,-73.9491446606831,50
40.76511108931958,-73.81983519206176,53
40.69892410719836,-73.9464514920131,75
40.671542154979825,-73.96221213006761,95
40.68584114942942,-73.95575814377439,150
40.74377492503768,-74.0022869276487,125
40.692826538347504,-73.9096103296283,41
40.87153447849443,-73.93452239186001,36
40.73585719331631,-73.98028378037009,100
40.70565127506735,-73.9210765539484,51
40.69648586203857,-73.98254912699868,99
